"Welcome! This is a list of the sources of instruments used in game music. Message me on Discord or comment if you have any criticism/suggestions, or request access if you want to edit the list.",,,,,,,,
"The sources on this page were gathered by G-Boy/NintendoGurkan, Hexagon12/GDhex12, Mathew Valente/TSSF, SynaMax/Max Petrosky, Elite, Chillius, midiman, ephemeralmu, Benjamin, Xane123, MtH, starerik, Blue Falcon, felineki, baggagelizard, punk7890/punk7890-2, Can of Nothing/0minus0, the editors of DEAD VGM Sound Sources, BlueTronic/Jammin' Sam Miller, peronmls/Miles, bocaj517, Nisto, crissxcr0ss, Python Blue, Enclave123, F0nkyNinja, koolaid, Skull/Adel Almas, Vera, Super Spindash, witapepsi, Ghignarda, Spinny, CM30, nford4947, KeiTaRo, drdevilfx, AceKombat, GBP/GarageBandPoke, the editors of The UNDERTALE Music Sample List, gameonion, rebooter23, thisisausername/recordreader, michael01011/michael020022, the editors of NEWER VGM Sound Sources, dutch menneer, XaikuTheMaverickHunter, Gazpacho/calcobrena, PokemonMusic, OzoneOne, Mr. Miles/dumperghost, DatExpandingFuto, amphobius, Patty Rack/PattehRose, ScrewStache, Jack L, Nico_, Sir Ulrich Von Fappenburger™/Linus Olsson, bun, the editor(s) of Patteh's Spreadsheet of Snuff, !bruh!/toastedfoxx, Nuclear/NUKELEDGE, Pinci, AHammockdream, Remi, Waf (Kurzweil K2500)/Waffles, Nesufire, Collision Chaos Radio, d-soup, Aqua (MIDI), Irikachana, WhiteVII, Xerxes, the editors of Pokémon Sound Sources (Detailed), OrangeExecutions, kabulent, Shushy Bushy, codeman38, daypeecone, Mudstep and Milon. The first six listed are the ones who have added findings to and edited this sheet.",,,,,,,,
"Rules: Please give credit if you repost a finding from this sheet. Add the instruments in the games' chronological order. Write the first or the oldest console that the game was released on only. No SFX. If a sample overlaps between multiple sources, write the source that the composers are confirmed to have, and write the oldest source that the sample appears in if the composers aren't confirmed to own any of them. If a sample overlaps between multiple sources that the composers are confirmed to have, and one isn't more likely than the other, write the oldest one.",,,,,,,,
Sample,No.,Source,Date,Game,Date,Console,Music,Composer(s)
Percussion & Harp - Partition F - 02 MR LONG - MR LONG,None,Peter Siedlaczek's Advanced Orchestra,1996,Super Smash Bros. Brawl,2008,Wii,Flower Field,Asuka Hayazaki & Nintendo
Partition F - VOCAL LINES - VOCAL LINES,None,Best Service World Colours,1996,Super Smash Bros. Brawl,2008,Wii,2:00 a.m.,Tomoko Sasaki & Nintendo
KEY INSTRUMENTS - Dallape Accordion Key,None,Best Service Ethno World Instruments,2003,Super Smash Bros. Brawl,2008,Wii,Talking! DS Cooking Navigator,Toshiyuki Sudo & Nintendo
Partition B - VOLUME 001 - 101RCKY MTN.,None,ProSamples Vol 17 Guitar Licks,2001,Super Smash Bros. Brawl,2008,Wii,Donkey Kong,Hirokazu Tanaka. ex
WOODWINDS - FLUTE PHR 1,None,ProSamples Vol 30 World Instruments,2002,Super Smash Bros. Brawl,2008,Wii,Jungle Level Ver.2,Motoi Sakuraba
6 French Horns - 5 Keysw - 6FH KS Master,None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,Area 6,Hajime Wakai & Nintendo
Solo Tuba - 5 Keysw - STU KS Master,None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,Area 6,Hajime Wakai & Nintendo
CymGong - 23 Gong,None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,Area 6,Hajime Wakai & Nintendo
Metals - Glock,None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,"Main Theme (The Legend of Zelda), Theme of Samus Aran, Space Warrior","Yuzo Koshiro, ANCIENT, Masato Kouda"
Metals - Orch chimes,None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,"Theme of Samus Aran, Space Warrior",Masato Kouda
Wood - Various Perc (Microphones: Close),None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,Humoresque of a Little Dog,Masato Kouda & Nintendo
Solo Violin - 5 Keysw - SVL KS Master,None,EastWest Symphonic Orchestra,2003,Super Smash Bros. Brawl,2008,Wii,King Dedede's Theme,Yoko Shimomura & HAL Laboratory
Americas - Plucked - Banjo - Banjo Bridge,None,EastWest/Quantum Leap RA,2005,Super Smash Bros. Brawl,2008,Wii,Humoresque of a Little Dog,Masato Kouda & Nintendo
Americas - Plucked - Ukelele - Ukelele PK UP,None,EastWest/Quantum Leap RA,2005,Super Smash Bros. Brawl,2008,Wii,Humoresque of a Little Dog,Masato Kouda & Nintendo
ACOUSTIC GUITAR FAMILY - 2 GUITARS,None,EastWest/Quantum Leap Colossus,2005,Super Smash Bros. Brawl,2008,Wii,Online Practice Stage,Nintendo & HAL Laboratory
GM BANK - 009-16 CROMPERC - 11-MUSIC BOX,None,EastWest/Quantum Leap Colossus,2005,Super Smash Bros. Brawl,2008,Wii,Final Destination,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
GM BANK - 009-16 CROMPERC - 12-VIBRAPHONE,None,EastWest/Quantum Leap Colossus,2005,Super Smash Bros. Brawl,2008,Wii,Obstacle Course,PROCYON STUDIO & Shota Kageyama
GM BANK - 017-24 ORGAN - 24-TANGO ACCORDIAN,None,EastWest/Quantum Leap Colossus,2005,Super Smash Bros. Brawl,2008,Wii,Obstacle Course,PROCYON STUDIO & Shota Kageyama
Accordion Fr,22,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Pizzicato Str,46,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Flower Field,Asuka Hayazaki
Strings,49,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Orchestra Hit,56,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Brass 1,62,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Piccolo,73,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Ocarina,80,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Fantasia,89,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Atmosphere,100,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
Steel Drums,115,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Obstacle Course,PROCYON STUDIO & Shota Kageyama
Reverse Cym.,120,Roland Sound Canvas,1991,Super Smash Bros. Brawl,2008,Wii,Song of Storms,"Tsukasa Masuko, Nintendo, M's Factory"
E.Piano 2,6,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,Dr. Kawashima's Brain Training: How Old is Your Brain?/Brain Age: Train Your Brain in Minutes a Day!,Minako Hamano & Nintendo
Xylophone,14,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,Dr. Kawashima's Brain Training: How Old is Your Brain?/Brain Age: Train Your Brain in Minutes a Day!,Minako Hamano & Nintendo
Overdrive Gt.,30,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,Ice Climber,Toshiyuki Sudo & Nintendo
Distortion Gt.,31,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,White Land,Arata Iiyoshi & GAME ARTS
Harp,47,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc. Medley, Area 6 Ver. 2","Ryoji Yoshitomi, Nintendo, Hajime Wakai"
Muted Trumpet,60,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,Ice Climber,Toshiyuki Sudo & Nintendo
French Horns,61,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,The Dark World,"Arata Iiyoshi, Nintendo, GAME ARTS, Nintendo, HAL Laboratory"
Square,81,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,Main Theme (Metroid),Kenji Yamamoto & Nintendo
Pick Scrape,121,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc. Medley",Ryoji Yoshitomi & Nintendo
POWER,17,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,"Main Theme (Metroid), Sector 1","Kenji Yamamoto, Nintendo, Minako Hamano"
ORCHESTRA,49,Roland Sound Canvas SC-88,1994,Super Smash Bros. Brawl,2008,Wii,Overworld,Arata Iiyoshi & GAME ARTS
Accordion It,22,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,The Dark World,Arata Iiyoshi & GAME ARTS
Bandoneon,24,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,The Dark World,Arata Iiyoshi & GAME ARTS
St.Pizzicato,46,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,Dr. Kawashima's Brain Training: How Old is Your Brain?/Brain Age: Train Your Brain in Minutes a Day!,Minako Hamano & Nintendo
Brass 2,62,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc. Medley",Ryoji Yoshitomi & Nintendo
Clarinet,72,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,Overworld,Arata Iiyoshi & GAME ARTS
Flute 2 :,74,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,Overworld,Arata Iiyoshi & GAME ARTS
Square Wave,81,Roland Sound Canvas SC-88 Pro,1996,Super Smash Bros. Brawl,2008,Wii,King Dedede's Theme,Yoko Shimomura
JUNGLE,11,Roland ED Sound Canvas SC-8850,1999,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc. Medley",Ryoji Yoshitomi & Nintendo
D-50 Stack,PR-A:071,Roland Super JV JV-1080,1994,Super Smash Bros. Brawl,2008,Wii,Mario Circuit,Yusuke Takahama & TARGET ENTERTAINMENT INC.
Harmonica,PR-B:119,Roland Super JV JV-1080,1994,Super Smash Bros. Brawl,2008,Wii,Go K.K. Rider!,Keigo Ozaki & GAME ARTS
String Ens,PR-C:040,Roland Super JV JV-1080,1994,Super Smash Bros. Brawl,2008,Wii,Castle / Boss Fortress (Super Mario World / SMB 3),Yusuke Takahama
Trumpet,GM:057,Roland JV-2080,1996,Super Smash Bros. Brawl,2008,Wii,Space Armada,Kenji Ito
Brass 1,GM:062,Roland JV-2080,1996,Super Smash Bros. Brawl,2008,Wii,With Mila's Divine Protection (Celica Map 1),Noriyuki Iwadare
Oboe 1,XP-X:092,Roland SR-JV80-02 Orchestral,1992,Super Smash Bros. Brawl,2008,Wii,Gritzy Desert,Yoko Shimomura
Steel Drums1,XP-X:029,Roland SR-JV80-05 World,1994,Super Smash Bros. Brawl,2008,Wii,Mario Tennis / Mario Golf,Motoi Sakuraba
VeloBagpipes,XP-X:173,Roland SR-JV80-05 World,1994,Super Smash Bros. Brawl,2008,Wii,World Map (Pikmin 2),Yasunori Mitsuda & PROCYON STUDIO
Hit & Run,XP-X:201,Roland SR-JV80-11 Techno Collection,1997,Super Smash Bros. Brawl,2008,Wii,"Luigi Circuit, Mute City",Yasufumi Fukuda
Orient xPres,XP-X:048,Roland SRX-09 World Collection,2002,Super Smash Bros. Brawl,2008,Wii,Gritzy Desert,Yoko Shimomura
IntarMel SRX,XP-X:051,Roland SRX-09 World Collection,2002,Super Smash Bros. Brawl,2008,Wii,Gritzy Desert,Yoko Shimomura
SitarGlisSRX,XP-X:083,Roland SRX-09 World Collection,2002,Super Smash Bros. Brawl,2008,Wii,Gritzy Desert,Yoko Shimomura
OrchestraHit,56,Roland Sound Canvas SK-88 Pro,1997,Super Smash Bros. Brawl,2008,Wii,Porky's Theme,Shogo Sakai & HAL Laboratory
Banjo,106,Roland Sound Canvas SK-88 Pro,1997,Super Smash Bros. Brawl,2008,Wii,Wildlands,Shogo Sakai & HAL Laboratory
Romantic Tp,057 000,Edirol Studio Canvas SD-90,2001,Super Smash Bros. Brawl,2008,Wii,Ice Climber,Toshiyuki Sudo & Nintendo
N/A (Violin),N/A,Edirol Studio Canvas SD-90,2001,Super Smash Bros. Brawl,2008,Wii,"Ice Climber, Talking! DS Cooking Navigator",Toshiyuki Sudo & Nintendo
N/A (Bass),N/A,Edirol Studio Canvas SD-90,2001,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc.",Keigo Ozaki & GAME ARTS
Harmonderca,PR-A:098,Roland Fantom XR,2004,Super Smash Bros. Brawl,2008,Wii,Town Hall and Tom Nook's Store,Kentaro Ishizaka & HAL Laboratory
Piccolo,PR-C:003,Roland Fantom XR,2004,Super Smash Bros. Brawl,2008,Wii,Jungle Level,Kentaro Ishizaka & HAL Laboratory
Andes Mood,PR-C:004,Roland Fantom XR,2004,Super Smash Bros. Brawl,2008,Wii,"Snowman, Wildlands",Shogo Sakai & HAL Laboratory
Trancer,PR-E:117,Roland Fantom XR,2004,Super Smash Bros. Brawl,2008,Wii,Boss Battle Song 2,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
50`SteelDrms,PR-F:053,Roland Fantom XR,2004,Super Smash Bros. Brawl,2008,Wii,Main Theme (New Super Mario Bros.),"Nintendo, HAL Laboratory, Shogo Sakai"
N/A (Synth Effect),N/A,Roland Fantom XR,2004,Super Smash Bros. Brawl,2008,Wii,Boss Battle Song 2,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
FS Sitar 1,PR-E:070,Roland Fantom X,2004,Super Smash Bros. Brawl,2008,Wii,Chill (Dr. Mario),Masaaki Iwasaki
N/A (Distortion Guitar),N/A,N/A (Roland Product),N/A,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc.",Keigo Ozaki & GAME ARTS
N/A,None,Spectrasonics Metamorphosis,2001,Super Smash Bros. Brawl,2008,Wii,World Map (Pikmin 2),Yasunori Mitsuda & PROCYON STUDIO
Electric Bass - Picked - Classic Rock Pick - Rock Pick Full Range A,None,Spectrasonics Trilogy,2002,Super Smash Bros. Brawl,2008,Wii,With Mila's Divine Protection (Celica Map 1),Noriyuki Iwadare
Electric Bass - Picked - Classic Rock Pick - Rock Pick Slides 2,None,Spectrasonics Trilogy,2002,Super Smash Bros. Brawl,2008,Wii,With Mila's Divine Protection (Celica Map 1),Noriyuki Iwadare
Synth Bass - Moog and Oberheim Classics - Feelin' Nasty,None,Spectrasonics Trilogy,2002,Super Smash Bros. Brawl,2008,Wii,Yoshi's Island,Nintendo & Noriyuki Iwadare
Core Library - RMX Grooves - 73-Caravan - 73-Caravan Perc,None,Spectrasonics Stylus RMX,2004,Super Smash Bros. Brawl,2008,Wii,Sticker List / Album / Chronicle,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
Core Library - Classic Stylus - Bongos - 115-Bongos 1,None,Spectrasonics Stylus RMX,2004,Super Smash Bros. Brawl,2008,Wii,Battlefield Ver. 2,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
Core Library - Sound Menus - SOUND MENUS  -  Snares - MENU - Snares Aggressive 1,None,Spectrasonics Stylus RMX,2004,Super Smash Bros. Brawl,2008,Wii,Encounter,Yasufumi Fukuda
Core Library - Sound Menus - SOUND MENUS - Cinematic - MENU - Ambient Metals,None,Spectrasonics Stylus RMX,2004,Super Smash Bros. Brawl,2008,Wii,Encounter,Yasufumi Fukuda
EXP Libraries - Bonus Spectrasonics - Distorted Reality 060-089 - 85-Dem Bones,None,Spectrasonics Stylus RMX,2004,Super Smash Bros. Brawl,2008,Wii,Mute City,Yasufumi Fukuda
Ap:Full Grand,PRE1:001,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Route 209,"Nintendo, HAL Laboratory, Shogo Sakai"
Gt:Spanish,PRE2:022,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Battlefield Ver. 2,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
Gt:BeautyHarp,PRE2:028,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Underwater Theme (Super Mario Bros.),"Nintendo, HAL Laboratory, Shogo Sakai"
Ba:Upright,PRE2:083,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Wildlands,"Nintendo, HAL Laboratory, Shogo Sakai"
Rp:SmoothOboe,PRE3:118,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Stage Builder,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
Rp:Clarinet 1,PRE3:130,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Stage Builder,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
Rp:SweetFlute,PRE3:124,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,"Battlefield Ver. 2, Credits, Trophy Gallery",Nintendo & HAL Laboratory
Pd:Paradies,PRE4:052,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,"Mario Bros., Road to Viridian City (From Pallet Town / Pewter City)","Shogo Sakai, Yukio Kaneoka, HAL Laboratory"
Accordion or TangoAccrd,N/A,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Wildlands,"Nintendo, HAL Laboratory, Shogo Sakai"
N/A (Cuicas),N/A,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Main Theme (New Super Mario Bros.),"Nintendo, HAL Laboratory, Shogo Sakai"
N/A (Solo Strings),N/A,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,"Mii Channel, Title (The Legend of Zelda)","Nintendo, HAL Laboratory, Shogo Sakai"
N/A (Fretless Bass),N/A,Yamaha Motif Rack ES,2003,Super Smash Bros. Brawl,2008,Wii,Battlefield Ver. 2,"Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
N/A (Congas),N/A,N/A (Yamaha Product),N/A,Super Smash Bros. Brawl,2008,Wii,Ground Theme (Super Mario Bros. ),Koji Kondo
Strings,I005,E-MU Proteus/1,1989,Super Smash Bros. Brawl,2008,Wii,Go K.K. Rider!,Keigo Ozaki & GAME ARTS
str:Pizzicato,007 081,E-MU Proteus 2000,1999,Super Smash Bros. Brawl,2008,Wii,Bramble Blast,Michiko Naruke
N/A (Lead),N/A,N/A (E-MU Product),N/A,Super Smash Bros. Brawl,2008,Wii,"WarioWare, Inc. Medley",Ryoji Yoshitomi & Nintendo
Conga Groove 04,None,Apple Loops for GarageBand,2004,Super Smash Bros. Brawl,2008,Wii,Wildlands,Shogo Sakai
Edgy Rock Bass 01,None,Apple Loops for GarageBand,2004,Super Smash Bros. Brawl,2008,Wii,Donkey Kong,Hirokazu Tanaka. ex
Cartoon Boing,None,Apple iLife Sound Effects,2006,Super Smash Bros. Brawl,2008,Wii,Waluigi Pinball,Kentaro Ishizaka & HAL Laboratory
Comedy Whistle,None,Apple iLife Sound Effects,2006,Super Smash Bros. Brawl,2008,Wii,Town Hall and Tom Nook's Store,Kentaro Ishizaka & HAL Laboratory
Jungle,None,Apple iLife Sound Effects,2006,Super Smash Bros. Brawl,2008,Wii,Jungle Level,Kentaro Ishizaka
ES1 - 01 Synth Leads - Euro Cut,None,Logic Pro,2007,Super Smash Bros. Brawl,2008,Wii,Waluigi Pinball,Kentaro Ishizaka & HAL Laboratory
EXS24 - Orchestral - Tuned Percussion - Glockenspiel,None,Logic Pro,2007,Super Smash Bros. Brawl,2008,Wii,"Ashley's Song, Underwater Theme (Super Mario Bros. )",Tomoko Sasaki & Shogo Sakai
EXS24 - World - African - African Kalimba,None,Logic Pro,2007,Super Smash Bros. Brawl,2008,Wii,Stage Clear / Title (Pikmin),Kentaro Ishizaka & HAL Laboratory
EXS24 - World - European - Highlands Bagpipe Ensemble,None,Logic Pro,2007,Super Smash Bros. Brawl,2008,Wii,Stage Clear / Title (Pikmin),Kentaro Ishizaka & HAL Laboratory
EXS24 - World - South Asian - Indian Shehnai Oboe,None,Logic Pro,2007,Super Smash Bros. Brawl,2008,Wii,Stage Clear / Title (Pikmin),Kentaro Ishizaka & HAL Laboratory
N/A (Marimba),None,Logic Pro,2007,Super Smash Bros. Brawl,2008,Wii,Jungle Level,Kentaro Ishizaka
Presets - 01-Keyboards - 01-Acoustic Pianos - 01-Grand Piano - Acoustic Grand Piano,None,UVI PlugSound Pro,2006,Super Smash Bros. Brawl,2008,Wii,Obstacle Course (Yoshi's Island),PROCYON STUDIO & Shota Kageyama
Presets - 04-Synths and co - 03-Tines-Bells - Bell Little,None,UVI PlugSound Pro,2006,Super Smash Bros. Brawl,2008,Wii,Obstacle Course,PROCYON STUDIO & Shota Kageyama
Presets - 05-General MIDI - 02-Pitched Percussions - 09-Celesta,None,UVI PlugSound Pro,2006,Super Smash Bros. Brawl,2008,Wii,Title / Ending (Super Mario World),PROCYON STUDIO & Shota Kageyama
N/A (Acoustic Piano),N/A,Korg SG-Rack,1997,Super Smash Bros. Brawl,2008,Wii,"Yoshi's Island, Luigi Circuit","Nintendo, Noriyuki Iwadare, Yasufumi Fukuda"
Ensemble Bell,A079,Korg Triton Rack,2000,Super Smash Bros. Brawl,2008,Wii,Yoshi's Island,Nintendo & Noriyuki Iwadare
Marimba,B047,Korg Triton Rack,2000,Super Smash Bros. Brawl,2008,Wii,Yoshi's Island,Nintendo & Noriyuki Iwadare
Harmonica,B115,Korg Triton Rack,2000,Super Smash Bros. Brawl,2008,Wii,Yoshi's Island,Nintendo & Noriyuki Iwadare
Jazz Clarinet,B125,Korg Triton Studio,2002,Super Smash Bros. Brawl,2008,Wii,Flower Field,Asuka Hayazaki
Tenor Sax,G067,Korg Triton Studio,2002,Super Smash Bros. Brawl,2008,Wii,Flower Field,Asuka Hayazaki
Orchestral - 1 - VSL Strings - Harp,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Hyrule Field Theme,Yutaka Iraha
Orchestral - 1 - VSL Strings - Violin Ensemble,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,"Wild Pokémon Battle! (Ruby / Sapphire), Hyrule Field Theme, Underworld","Shogo Sakai, HAL Laboratory, Yutaka Iraha"
Orchestral - 2 - VSL Woodwinds - Clarinet,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,"Porky's Theme, Town Hall and Tom Nook's Store","Shogo Sakai, HAL Laboratory, Kentaro Ishizaka"
Orchestral - 2 - VSL Woodwinds - Flute,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,"Battlefield, Hyrule Field Theme","Nintendo, HAL Laboratory, Yutaka Iraha"
Orchestral - 2 - VSL Woodwinds - French Oboe,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Battlefield,Nintendo & HAL Laboratory
Orchestral - 2 - VSL Woodwinds - Oboe,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Underworld,Shogo Sakai & HAL Laboratory
Orchestral - 2 - VSL Woodwinds - Piccolo,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,"Butter Building, Hyrule Field Theme",Jun Fukuda & Yutaka Iraha
Orchestral - 3 - VSL Brass - French Horn Ensemble,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Encounter,Yasufumi Fukuda
Orchestral - 3 - VSL Brass - Trombone Ensemble,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Porky's Theme,Shogo Sakai & HAL Laboratory
Orchestral - 3 - VSL Brass - Trumpet Ensemble,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,"Shadow Dragon Medley, Luigi's Mansion Theme, Hyrule Field Theme, Underworld, Home-Run Contest","Takahiro Nishi, Masaaki Iwasaki, Yutaka Iraha, Keigo Ozaki, Kentaro Ishizaka, Shogo Sakai"
Orchestral - 4 - VSL Percussion - Cymbals a due,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Hyrule Field Theme,Yutaka Iraha
Orchestral - 4 - VSL Percussion - Glockenspiel,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,"Shadow Dragon Medley, Hyrule Field Theme",Keigo Ozaki & Yutaka Iraha
Orchestral - 4 - VSL Percussion - Xylophone,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Butter Building,Jun Fukuda
Orchestral - 6 - Keyboard Instruments - Concert Grand,None,Kontakt Factory Library,2007,Super Smash Bros. Brawl,2008,Wii,Battle! Dialga & Palkia / Spear Pillar,"Takahiro Nishi & GAME ARTS Co.,Ltd."
Guitar - Acoustic - Fingered 1,None,IK Multimedia SampleTank,2000,Super Smash Bros. Brawl,2008,Wii,With Mila's Divine Protection (Celica Map 1),Noriyuki Iwadare
Ethnic - Accordion Musette,None,IK Multimedia SampleTank 2.5 XL,2007,Super Smash Bros. Brawl,2008,Wii,Title / Ending (Super Mario World),PROCYON STUDIO & Shota Kageyama
Percussion - Marimba,None,IK Multimedia SampleTank 2.5 XL,2007,Super Smash Bros. Brawl,2008,Wii,Title / Ending (Super Mario World),PROCYON STUDIO & Shota Kageyama
NemeSys 1GB Grand - 1GB Acoustic Grand w/ Resonance Model,None,NemeSys GigaPiano,2000,Super Smash Bros. Brawl,2008,Wii,Marionation Gear,Masafumi Takada
"Short Chants, Shouts & FX - Haba/27_06_01",6,Zero-G CE27 Voices of Africa,1996,Super Smash Bros. Brawl,2008,Wii,Jungle Level Ver.2,Motoi Sakuraba
"Short Chants, Shouts & FX - Ha-oo/27_06_03",6,Zero-G CE27 Voices of Africa,1996,Super Smash Bros. Brawl,2008,Wii,Jungle Level Ver.2,Motoi Sakuraba
"Short Chants, Shouts & FX - Aha/27_06_05",6,Zero-G CE27 Voices of Africa,1996,Super Smash Bros. Brawl,2008,Wii,Jungle Level Ver.2,Motoi Sakuraba
"Short Chants, Shouts & FX - Á, Á/27_06_07",6,Zero-G CE27 Voices of Africa,1996,Super Smash Bros. Brawl,2008,Wii,Jungle Level Ver.2,Motoi Sakuraba
Partition C - #20 170 BPM - 20 DR 170,None,Ueberschall Drum&Bass Flash Trackz,1998,Super Smash Bros. Brawl,2008,Wii,Flat Zone 2,Kenichi Okuma
Partition C - #21 160 BPM - 21 DR 160,None,Ueberschall Drum&Bass Flash Trackz,1998,Super Smash Bros. Brawl,2008,Wii,Flat Zone 2,Kenichi Okuma
AmbiGroove 2 (90 bpm) - 0:24,12,Bill Laswell Sample Material,1996,Super Smash Bros. Brawl,2008,Wii,Mario Circuit,Yusuke Takahama & TARGET ENTERTAINMENT INC.
